"Country","Region","Year","Population","Life.Expectancy","Health.Expenditure"
"Germany","Europe & Central Asia",2005,82469422,78.93170732,3624.740618
"Ghana","Sub-Saharan Africa",2005,21639806,61.03831707,34.80735469
"Greece","Europe & Central Asia",2005,11103965,79.23902439,2088.954597
"Grenada","Latin America & Caribbean",2005,102734,74.76426829,412.2674956
"Guatemala","Latin America & Caribbean",2005,12717154,69.64785366,138.0244945
"Guinea","Sub-Saharan Africa",2005,9041448,51.13565854,17.46777724
"Guinea-Bissau","Sub-Saharan Africa",2005,1367695,46.10965854,23.11574689
"Guyana","Latin America & Caribbean",2005,746235,67.30331707,60.21111905
"Haiti","Latin America & Caribbean",2005,9347262,59.87343902,19.58828139
"Honduras","Latin America & Caribbean",2005,6879243,71.43885366,109.0455866
"Hungary","Europe & Central Asia",2005,10087065,72.64878049,923.6896878
"Iceland","Europe & Central Asia",2005,296734,81.50243902,5230.833276
"India","South Asia",2005,1140042863,63.3672439,31.21740623
"Indonesia","East Asia & Pacific",2005,227303175,67.07336585,35.55698711
"Iran, Islamic Rep.","Middle East & North Africa",2005,69732007,71.33309756,178.7682225
"Iraq","Middle East & North Africa",2005,27598437,68.46363415,61.94071822
"Ireland","Europe & Central Asia",2005,4159914,78.4795122,3693.456464
"Israel","Middle East & North Africa",2005,6930100,80.15121951,1501.876494
"Italy","Europe & Central Asia",2005,58607043,80.5804878,2711.711652
"Jamaica","Latin America & Caribbean",2005,2650400,71.47941463,170.5095628
"Japan","East Asia & Pacific",2005,127773000,81.92512195,2927.729012
"Jordan","Middle East & North Africa",2005,5411500,72.64502439,205.5575573
"Kazakhstan","Europe & Central Asia",2005,15147029,65.9097561,153.2220467
"Kenya","Sub-Saharan Africa",2005,35614576,53.00956098,22.95792302
"Kiribati","East Asia & Pacific",2005,91988,60.94878049,116.0215589
"Korea, Rep.","East Asia & Pacific",2005,48138000,78.43268293,994.2120508
"Kuwait","Middle East & North Africa",2005,2264014,74.11329268,848.9901489
"Kyrgyz Republic","Europe & Central Asia",2005,5162600,67.95609756,28.40779214
"Lao PDR","East Asia & Pacific",2005,5753341,64.46226829,20.4027962
"Latvia","Europe & Central Asia",2005,2300512,71.35609756,442.9755676
"Lebanon","Middle East & North Africa",2005,4052420,71.4895122,434.3360381
"Lesotho","Sub-Saharan Africa",2005,2065752,44.17117073,46.03194354
"Liberia","Sub-Saharan Africa",2005,3182539,51.94302439,13.684965
"Libya","Middle East & North Africa",2005,5769709,73.63529268,210.5926193
"Lithuania","Europe & Central Asia",2005,3414304,71.25365854,445.9935926
"Luxembourg","Europe & Central Asia",2005,465158,79.43170732,6435.02844
"Macedonia, FYR","Europe & Central Asia",2005,2038109,73.74570732,237.6716357
"Madagascar","Sub-Saharan Africa",2005,17885967,64.11217073,10.41381351
"Malawi","Sub-Saharan Africa",2005,12822587,48.93804878,17.62175383
"Malaysia","East Asia & Pacific",2005,26100241,72.98829268,188.2260719
"Maldives","South Asia",2005,295240,74.37114634,236.7247832
"Mali","Sub-Saharan Africa",2005,13176642,48.92619512,26.40424423
"Malta","Middle East & North Africa",2005,403837,79.50487805,1385.101636
"Mauritania","Sub-Saharan Africa",2005,3047249,57.23102439,29.63493052
"Mauritius","Sub-Saharan Africa",2005,1243253,72.43219512,232.3514392
"Mexico","Latin America & Caribbean",2005,106483757,75.49890244,478.4372888
"Micronesia, Fed. Sts.","East Asia & Pacific",2005,109419,67.89985366,276.734388
"Moldova","Europe & Central Asia",2005,3595182,67.77953659,75.97250142
"Mongolia","East Asia & Pacific",2005,2547339,66.05236585,52.19208018
"Montenegro","Europe & Central Asia",2005,626739,74.01526829,313.4937116
"Morocco","Middle East & North Africa",2005,30392473,70.41746341,98.95973592
"Mozambique","Sub-Saharan Africa",2005,20770013,48.01714634,21.75254048
"Myanmar","East Asia & Pacific",2005,46321162,62.85887805,5.115995348
"Namibia","Sub-Saharan Africa",2005,2079951,58.54412195,255.5029612
"Nepal","South Asia",2005,27281945,65.58658537,18.61800501
"Netherlands","Europe & Central Asia",2005,16319868,79.34634146,3846.011288
"New Zealand","East Asia & Pacific",2005,4133900,79.85121951,2288.186243
"Nicaragua","Latin America & Caribbean",2005,5424336,71.97280488,71.22065982
"Niger","Sub-Saharan Africa",2005,12993884,51.67290244,15.44769959
"Nigeria","Sub-Saharan Africa",2005,139823340,49.00470732,53.00517813
"Norway","Europe & Central Asia",2005,4623291,80.04146341,5943.567292
"Oman","Middle East & North Africa",2005,2429510,73.58470732,330.9578262
"Pakistan","South Asia",2005,158645463,64.10468293,19.15367508
"Palau","East Asia & Pacific",2005,19906,69.12926829,797.7044971
"Panama","Latin America & Caribbean",2005,3238321,75.1244878,357.3765541
"Papua New Guinea","East Asia & Pacific",2005,6095437,60.56660976,32.10340067
"Paraguay","Latin America & Caribbean",2005,5897816,71.25265854,82.30729539
"Peru","Latin America & Caribbean",2005,27558769,72.46660976,128.4937235
"Philippines","East Asia & Pacific",2005,85546427,67.44714634,42.10146989
"Poland","Europe & Central Asia",2005,38165445,74.99512195,494.8588119
"Portugal","Europe & Central Asia",2005,10549424,78.07073171,1882.816222
"Qatar","Middle East & North Africa",2005,820986,77.24768293,1633.226239
"Romania","Europe & Central Asia",2005,21634371,71.87889512,252.1528173
"Russian Federation","Europe & Central Asia",2005,143150000,65.47,276.833027
"Rwanda","Sub-Saharan Africa",2005,9201727,52.24763415,18.31084041
"Samoa","East Asia & Pacific",2005,180237,71.01570732,113.9394016
"San Marino","Europe & Central Asia",2005,30301,81.97560976,3399.233612
"Sao Tome and Principe","Sub-Saharan Africa",2005,152622,63.20626829,81.79811329
"Saudi Arabia","Middle East & North Africa",2005,24041116,72.66478049,465.3731188
"Senegal","Sub-Saharan Africa",2005,10871908,57.34934146,43.15762668
"Serbia","Europe & Central Asia",2005,7440769,72.63414634,307.0063128
"Seychelles","Sub-Saharan Africa",2005,82900,72.13170732,440.5567427
"Sierra Leone","Sub-Saharan Africa",2005,5153435,44.2602439,38.76165435
"Singapore","East Asia & Pacific",2005,4265800,79.9902439,1175.462965
"Slovak Republic","Europe & Central Asia",2005,5387001,73.90487805,626.343045
"Slovenia","Europe & Central Asia",2005,2000474,77.61219512,1490.532297
"Solomon Islands","East Asia & Pacific",2005,469805,65.48765854,69.02570475
"South Africa","Sub-Saharan Africa",2005,47198469,51.05968293,454.648936
"Spain","Europe & Central Asia",2005,43398143,80.17073171,2163.166606
"Sri Lanka","South Asia",2005,19644000,73.98934146,50.5627447
"St. Lucia","Latin America & Caribbean",2005,164330,72.73926829,342.3250109
"St. Vincent and the Grenadines","Latin America & Caribbean",2005,108755,71.10578049,185.3370386
"Sudan","Sub-Saharan Africa",2005,30777563,59.5482439,28.26512383
"Suriname","Latin America & Caribbean",2005,499294,68.84704878,243.4187527
"Swaziland","Sub-Saharan Africa",2005,1017425,45.86019512,158.6598549
"Sweden","Europe & Central Asia",2005,9029572,80.54634146,3718.724845
"Switzerland","Europe & Central Asia",2005,7437115,81.23658537,5571.780428
"Syrian Arab Republic","Middle East & North Africa",2005,18484122,74.92841463,62.56992772
"Tajikistan","Europe & Central Asia",2005,6453240,65.60785366,17.33214773
"Tanzania","Sub-Saharan Africa",2005,38831024,53.34692683,14.63455177
"Thailand","East Asia & Pacific",2005,66698483,73.18878049,93.82395837
"Timor-Leste","East Asia & Pacific",2005,983125,59.63834146,45.76896629
"Togo","Sub-Saharan Africa",2005,5408044,55.304,25.61855791
"Tonga","East Asia & Pacific",2005,100926,71.45965854,167.2445712
"Trinidad and Tobago","Latin America & Caribbean",2005,1315386,68.6135122,688.0352345
"Tunisia","Middle East & North Africa",2005,10029000,73.50243902,181.253098
"Turkey","Europe & Central Asia",2005,68143186,72.07785366,383.8200249
"Turkmenistan","Europe & Central Asia",2005,4747839,64.43831707,106.815391
"Uganda","Sub-Saharan Africa",2005,28431204,50.12392683,29.07763011
"Ukraine","Europe & Central Asia",2005,47105150,67.95682927,117.6815261
"United Arab Emirates","Middle East & North Africa",2005,4069349,75.66046341,1029.825431
"United Kingdom","Europe & Central Asia",2005,60224307,79.04878049,3122.297551
"United States","North America",2005,295516599,77.33902439,6727.674012
"Uruguay","Latin America & Caribbean",2005,3305723,75.60926829,430.6987618
"Uzbekistan","Europe & Central Asia",2005,26167000,67.22258537,26.80514046
"Vanuatu","East Asia & Pacific",2005,211170,69.32090244,60.87902703
"Venezuela, RB","Latin America & Caribbean",2005,26577000,73.17268293,296.2167161
"Vietnam","East Asia & Pacific",2005,82393500,73.69973171,37.26194139
"Yemen, Rep.","Middle East & North Africa",2005,20648643,62.64931707,42.23864397
"Zambia","Sub-Saharan Africa",2005,11462365,44.38436585,43.83858435
"Afghanistan","South Asia",2006,30751661,46.89909756,22.69639537
"Albania","Europe & Central Asia",2006,3156607,76.30963415,170.6026627
"Algeria","Middle East & North Africa",2006,33391954,71.90529268,109.846386
"Angola","Sub-Saharan Africa",2006,17010366,49.00714634,111.5943678
"Argentina","Latin America & Caribbean",2006,39023850,74.93143902,453.2983793
"Armenia","Europe & Central Asia",2006,3069844,73.13421951,86.86687224
"Australia","East Asia & Pacific",2006,20697900,81.04146341,3330.212908
"Austria","Europe & Central Asia",2006,8268641,79.83170732,4015.861594
"Azerbaijan","Europe & Central Asia",2006,8484550,69.36141463,148.7328273
"Bahamas, The","Latin America & Caribbean",2006,324066,73.99192683,1703.996421
"Bahrain","Middle East & North Africa",2006,811410,74.50782927,704.2462617
"Bangladesh","South Asia",2006,142353501,67.31007317,14.39728141
"Barbados","Latin America & Caribbean",2006,271062,76.00856098,837.5900628
"Belarus","Europe & Central Asia",2006,9604000,69.40487805,239.5664279
"Belgium","Europe & Central Asia",2006,10547958,79.3804878,3631.664255
"Belize","Latin America & Caribbean",2006,301386,74.827,188.4940867
"Benin","Sub-Saharan Africa",2006,7871707,54.10668293,28.39454713
"Bhutan","South Asia",2006,674681,65.34239024,58.60558264
"Bolivia","Latin America & Caribbean",2006,9306660,65.03021951,59.03590199
"Bosnia and Herzegovina","Europe & Central Asia",2006,3781588,74.83436585,281.8316763
"Botswana","Sub-Saharan Africa",2006,1900905,51.28431707,368.4594574
"Brazil","Latin America & Caribbean",2006,187958211,71.81092683,491.5761778
"Brunei Darussalam","East Asia & Pacific",2006,370317,77.38060976,711.3202957
"Bulgaria","Europe & Central Asia",2006,7699020,72.61219512,297.3563705
"Burkina Faso","Sub-Saharan Africa",2006,14622202,52.95790244,26.16261354
"Burundi","Sub-Saharan Africa",2006,7474363,48.13887805,20.10360704
"Cambodia","East Asia & Pacific",2006,13515884,60.52831707,30.33549609
"Cameroon","Sub-Saharan Africa",2006,17948395,49.56117073,46.82469469
"Canada","North America",2006,32576074,80.64390244,3911.876331
"Cape Verde","Sub-Saharan Africa",2006,478267,72.61034146,126.4078274
"Central African Republic","Sub-Saharan Africa",2006,4087534,44.8675122,14.54771574
"Chad","Sub-Saharan Africa",2006,10084087,48.18129268,24.36308354
"Chile","Latin America & Caribbean",2006,16468677,78.41585366,584.5982045
"China","East Asia & Pacific",2006,1311020000,72.38973171,93.38900098
"Colombia","Latin America & Caribbean",2006,43696540,72.5187561,240.5453322
"Comoros","Sub-Saharan Africa",2006,660559,59.23707317,28.88027774
"Congo, Dem. Rep.","Sub-Saharan Africa",2006,59088415,47.1687561,8.387934993
"Congo, Rep.","Sub-Saharan Africa",2006,3628561,55.40143902,50.5545937
"Costa Rica","Latin America & Caribbean",2006,4381820,78.69507317,409.9295427
"Cote d'Ivoire","Sub-Saharan Africa",2006,18325979,52.11836585,44.26442339
"Croatia","Europe & Central Asia",2006,4440000,75.83682927,789.8424909
"Cuba","Latin America & Caribbean",2006,11265124,77.99319512,359.9919922
"Cyprus","Europe & Central Asia",2006,1048272,78.70873171,1494.403486
"Czech Republic","Europe & Central Asia",2006,10269134,76.52439024,967.3809536
"Denmark","Europe & Central Asia",2006,5437272,78.09512195,5008.282209
"Djibouti","Middle East & North Africa",2006,823682,55.95285366,65.79296173
"Dominican Republic","Latin America & Caribbean",2006,9398285,72.28792683,198.5070052
"Ecuador","Latin America & Caribbean",2006,13639708,74.85782927,222.3655456
"Egypt, Arab Rep.","Middle East & North Africa",2006,75568453,71.87897561,74.88449124
"El Salvador","Latin America & Caribbean",2006,6074487,70.9004878,202.8483384
"Equatorial Guinea","Sub-Saharan Africa",2006,625777,49.6655122,278.7254624
"Eritrea","Sub-Saharan Africa",2006,4645837,59.15773171,8.411364611
"Estonia","Europe & Central Asia",2006,1343547,72.69146341,627.0799709
"Ethiopia","Sub-Saharan Africa",2006,75993403,55.95156098,8.330152746
"Fiji","East Asia & Pacific",2006,828046,68.67919512,143.9918721
"Finland","Europe & Central Asia",2006,5266268,79.21463415,3295.041213
"France","Europe & Central Asia",2006,63617567,80.51463415,3947.384764
"Gabon","Sub-Saharan Africa",2006,1397192,60.42717073,190.8992106
"Gambia, The","Sub-Saharan Africa",2006,1547259,56.92665854,18.69231528
"Georgia","Europe & Central Asia",2006,4398000,72.7142439,146.3417163
"Germany","Europe & Central Asia",2006,82376451,79.13170732,3746.680743
"Ghana","Sub-Saharan Africa",2006,22170556,61.68136585,47.15526005
"Greece","Europe & Central Asia",2006,11148460,79.43902439,2288.530252
"Grenada","Latin America & Caribbean",2006,103037,74.9627561,435.7470169
"Guatemala","Latin America & Caribbean",2006,13034904,69.89473171,170.3680701
"Guinea","Sub-Saharan Africa",2006,9201941,51.67336585,17.72117629
"Guinea-Bissau","Sub-Saharan Africa",2006,1395492,46.36197561,24.02633178
"Guyana","Latin America & Caribbean",2006,748321,67.84721951,82.27445032
"Haiti","Latin America & Caribbean",2006,9479136,60.28107317,29.34176521
"Honduras","Latin America & Caribbean",2006,7017769,71.68982927,118.7372737
"Hungary","Europe & Central Asia",2006,10071370,73.09756098,922.7493049
"Iceland","Europe & Central Asia",2006,303782,81.15853659,5067.135699
"India","South Asia",2006,1157038539,63.71680488,32.98799162
"Indonesia","East Asia & Pacific",2006,229918547,67.37682927,46.66277814
"Iran, Islamic Rep.","Middle East & North Africa",2006,70582086,71.63846341,205.2483992
"Iraq","Middle East & North Africa",2006,28432904,68.07180488,66.05680228
"Ireland","Europe & Central Asia",2006,4260341,78.7604878,3925.56003
"Israel","Middle East & North Africa",2006,7053700,85.16341463,1560.035061
"Italy","Europe & Central Asia",2006,58941499,81.13170732,2850.588366
"Jamaica","Latin America & Caribbean",2006,2663100,71.75607317,186.7292255
"Japan","East Asia & Pacific",2006,127756000,82.32195122,2795.623638
"Jordan","Middle East & North Africa",2006,5537000,72.7635122,218.1386608
"Kazakhstan","Europe & Central Asia",2006,15308085,66.16097561,208.5224756
"Kenya","Sub-Saharan Africa",2006,36540948,53.66219512,27.7958648
"Korea, Rep.","East Asia & Pacific",2006,48372000,78.96926829,1189.879925
"Kuwait","Middle East & North Africa",2006,2351441,74.19190244,973.1222769
"Kyrgyz Republic","Europe & Central Asia",2006,5218400,67.69512195,37.54354932
"Lao PDR","East Asia & Pacific",2006,5841572,65.0805122,25.15018714
"Latvia","Europe & Central Asia",2006,2287948,70.86585366,590.1328513
"Lebanon","Middle East & North Africa",2006,4097457,71.67641463,437.8430862
"Lesotho","Sub-Saharan Africa",2006,2085561,44.59012195,53.1526623
"Liberia","Sub-Saharan Africa",2006,3313718,52.96282927,18.81832752
"Libya","Middle East & North Africa",2006,5893738,73.86936585,226.4457061
"Lithuania","Europe & Central Asia",2006,3394082,71.05609756,552.0260723
"Luxembourg","Europe & Central Asia",2006,472637,79.28780488,6982.191064
"Macedonia, FYR","Europe & Central Asia",2006,2043091,73.91692683,251.9930681
"Madagascar","Sub-Saharan Africa",2006,18426870,64.80143902,11.83371835
"Malawi","Sub-Saharan Africa",2006,13195329,49.88914634,21.24146567
"Malaysia","East Asia & Pacific",2006,26586287,73.16660976,230.4061936
"Maldives","South Asia",2006,299419,74.91268293,290.275709
"Mali","Sub-Saharan Africa",2006,13592796,49.3112439,29.55001521
"Malta","Middle East & North Africa",2006,406408,78.54878049,1464.795667
"Mauritania","Sub-Saharan Africa",2006,3129959,57.32619512,30.63950897
"Mauritius","Sub-Saharan Africa",2006,1252698,72.43219512,261.8888902
"Mexico","Latin America & Caribbean",2006,107835259,75.74997561,515.0293096
"Micronesia, Fed. Sts.","East Asia & Pacific",2006,109789,68.05917073,274.776621
"Moldova","Europe & Central Asia",2006,3585520,67.93868293,100.8741843
"Mongolia","East Asia & Pacific",2006,2584143,66.57926829,63.18929662
"Montenegro","Europe & Central Asia",2006,627074,73.96236585,354.9942964
"Morocco","Middle East & North Africa",2006,30702084,70.72353659,111.9008058
"Mozambique","Sub-Saharan Africa",2006,21290952,48.26514634,21.70604372
"Myanmar","East Asia & Pacific",2006,46605278,63.11121951,5.79134945
"Namibia","Sub-Saharan Africa",2006,2118653,59.37426829,271.1196181
"Nepal","South Asia",2006,27833665,66.31514634,18.60498524
"Netherlands","Europe & Central Asia",2006,16346101,79.69756098,4032.103094
"New Zealand","East Asia & Pacific",2006,4184600,80.04878049,2295.244598
"Nicaragua","Latin America & Caribbean",2006,5493527,72.37919512,78.21907902
